fold,balanced_accuracy,auc
1,0.6233766233766234,0.6128246753246753
2,0.4918831168831169,0.42207792207792205
3,0.5227272727272727,0.5308441558441558
4,0.5,0.4846938775510204
5,0.48809523809523814,0.5731292517006803
6,0.48214285714285715,0.5391156462585034
7,0.5496632996632996,0.7138047138047138
8,0.5084175084175084,0.6447811447811448
9,0.48148148148148145,0.6127946127946128
10,0.44865319865319864,0.45033670033670037
